nearest_university,listing_mode,gender_allowed,area_sqm,bedrooms,bathrooms,total_capacity,price,has_WiFi,has_AC,has_Elevator,has_Balcony,has_WashingMachine,has_NaturalGas
Tanta University,EntireUnit,Female,82.8,3,1,3,4544.48,0,1,0,0,1,0
Mansoura University,Room,Female,141.2,4,2,8,1952.06,0,1,0,0,0,0
Alexandria University,Room,Female,177.6,1,1,2,12440.4,1,1,1,1,1,1
Mansoura University,Bed,Male,197.3,3,2,6,1733.38,1,1,1,1,1,1
Benha University,EntireUnit,Male,184.6,3,1,3,8307.92,1,0,0,0,0,0
Benha University,EntireUnit,Male,187.2,4,2,8,10270.81,1,1,1,1,1,1
Assiut University,EntireUnit,Female,182.9,2,1,2,8089.62,0,1,0,1,0,1
Mansoura University,Room,Female,190.7,4,2,7,2465.23,1,0,1,0,1,0
AUC,EntireUnit,Female,97.0,2,1,2,11781.32,1,0,1,1,0,1
Benha University,Bed,Female,102.3,4,2,5,1188.91,1,1,1,0,1,0
Ain Shams University,EntireUnit,Female,147.3,4,2,5,7920.19,0,0,0,0,0,0
Benha University,Room,Female,166.2,4,2,7,1703.14,1,0,0,1,0,1
Ain Shams University,Room,Female,166.7,1,1,1,9227.74,1,0,0,0,0,0
Minia University,EntireUnit,Male,159.1,1,1,1,6340.1,0,0,0,0,0,0
AUC,Bed,Male,126.3,3,2,6,2145.24,1,0,1,0,1,0
Alexandria University,EntireUnit,Female,181.4,2,2,4,9863.35,0,0,0,0,0,0
Benha University,Room,Male,193.0,3,1,3,2698.33,1,0,0,0,0,0
AUC,Room,Male,126.9,3,2,4,4618.67,0,1,1,1,1,1
Alexandria University,Room,Female,114.2,1,1,1,8069.23,0,1,0,1,1,1
Fayoum University,EntireUnit,Female,165.1,3,2,6,8187.2,1,1,1,1,1,1
Suez Canal University,Room,Male,81.1,3,1,3,1365.85,0,0,1,0,1,0
Minia University,Bed,Female,103.8,3,1,3,1612.75,1,1,0,1,1,1
Zagazig University,Room,Male,152.3,4,2,8,1772.82,0,0,0,1,1,0
Mansoura University,Bed,Female,115.9,3,2,5,1321.2,0,1,0,0,0,1
Ain Shams University,EntireUnit,Female,155.7,1,1,2,7968.5,0,0,0,0,0,0
Cairo University,Bed,Male,83.0,3,2,5,1298.41,1,1,0,1,1,0
AUC,Room,Male,169.0,1,1,2,19066.82,1,1,0,1,1,1
Cairo University,Bed,Female,176.1,3,2,6,2044.4,0,1,1,1,1,1
Helwan University,EntireUnit,Male,33.3,1,1,2,1779.61,0,0,0,0,1,1
Alexandria University,EntireUnit,Male,95.2,1,1,2,7838.11,1,1,0,1,1,1
Minia University,Bed,Male,152.6,1,1,1,7596.3,1,1,1,1,1,1
Minia University,Bed,Male,132.1,2,1,3,1904.68,1,0,1,1,1,1
Fayoum University,EntireUnit,Male,72.3,2,1,3,2827.98,0,0,0,1,0,0
Assiut University,EntireUnit,Female,50.1,2,1,3,2897.8,0,1,1,1,0,0
Benha University,Bed,Male,161.9,3,1,3,2319.16,1,0,0,1,1,1
Suez Canal University,Room,Female,176.5,1,1,1,7446.16,0,1,1,0,0,1
Mansoura University,Bed,Male,112.1,4,2,8,777.73,1,1,0,1,1,1
GUC,Room,Male,83.5,3,2,5,3408.5,1,1,1,1,1,1
Suez Canal University,Bed,Female,131.2,4,2,4,1752.16,1,1,0,1,1,1
Alexandria University,Room,Male,160.4,3,2,6,3532.62,0,0,0,0,0,0
Mansoura University,Bed,Female,177.2,2,2,4,2260.67,0,0,1,0,1,0
Mansoura University,Room,Female,150.8,3,2,5,2396.37,1,0,0,1,0,1
Mansoura University,Bed,Female,182.5,1,1,2,5139.79,1,1,1,1,1,1
GUC,Bed,Male,178.3,4,2,8,2414.96,0,1,1,1,0,0
Cairo University,EntireUnit,Male,102.3,4,2,7,8801.57,1,1,1,1,1,1
Ain Shams University,Bed,Male,79.1,3,2,6,812.72,0,1,0,1,0,1
Cairo University,EntireUnit,Female,104.2,1,1,1,6548.72,0,0,0,1,1,0
Assiut University,Bed,Female,148.0,3,1,3,2075.31,0,1,1,0,1,1
Alexandria University,Bed,Female,195.5,1,1,2,6699.69,1,1,1,1,1,0
Tanta University,Room,Male,157.7,3,1,3,2289.84,1,0,1,0,1,0
Ain Shams University,Room,Female,144.2,3,2,5,2934.68,0,1,1,1,1,1
Fayoum University,Bed,Female,156.0,1,1,2,3207.24,0,0,0,1,1,0
Assiut University,Room,Male,121.9,3,2,5,1568.14,0,0,0,1,0,0
Minia University,Room,Male,73.4,2,2,4,1491.48,0,0,0,0,0,1
Cairo University,Room,Female,118.2,3,2,5,2563.83,0,0,1,1,1,0
Ain Shams University,Bed,Male,85.0,2,1,3,1964.52,1,0,0,1,1,1
Zagazig University,Room,Male,154.8,3,2,4,2094.67,0,0,1,0,0,0
Fayoum University,Room,Male,148.3,2,1,2,2900.39,0,1,0,0,0,0
Alexandria University,Bed,Male,76.0,2,1,3,2214.0,1,1,0,1,1,1
Tanta University,Bed,Male,146.8,4,2,8,844.86,1,1,1,1,1,1
Cairo University,Room,Female,78.0,3,2,5,2062.76,1,1,1,1,1,1
Benha University,EntireUnit,Male,186.4,2,1,3,8863.8,0,1,1,1,1,1
Assiut University,Bed,Male,76.7,2,2,4,1149.98,1,1,1,1,1,1
Minia University,Bed,Female,101.2,3,2,6,537.27,0,0,0,0,0,0
Cairo University,Bed,Male,118.1,3,1,3,2400.91,0,0,0,0,1,0
AUC,EntireUnit,Female,143.4,1,1,1,17014.78,1,1,1,1,1,1
Fayoum University,EntireUnit,Female,105.0,3,2,6,4574.75,1,0,0,1,0,1
GUC,Bed,Female,58.4,2,1,2,3840.77,0,1,1,1,1,1
Ain Shams University,Room,Male,147.5,1,1,1,11049.06,1,1,1,1,1,1
Alexandria University,Bed,Male,151.1,3,2,6,1832.21,1,0,1,1,1,1
Zagazig University,Room,Female,107.7,1,1,2,4515.07,0,0,0,1,1,0
Cairo University,Room,Male,178.8,4,2,8,2424.29,0,0,0,1,0,0
Alexandria University,Bed,Male,110.4,4,2,7,1227.41,1,1,1,1,1,1
Alexandria University,Bed,Female,88.9,2,2,4,1613.27,1,1,1,0,1,1
Ain Shams University,Bed,Female,154.2,4,2,7,1303.76,0,0,0,0,0,0
Fayoum University,Room,Female,162.6,2,1,3,3073.48,0,0,1,0,1,1
Helwan University,Bed,Male,183.9,2,1,3,3076.17,1,0,0,1,0,1
Assiut University,Bed,Female,96.5,1,1,1,4076.94,1,0,0,0,0,1
Ain Shams University,Bed,Female,93.2,1,1,1,6751.08,1,1,0,1,1,1
Zagazig University,Room,Female,111.8,2,2,4,2931.24,1,1,1,1,1,1
Alexandria University,Room,Male,166.9,4,2,7,2394.09,0,1,0,0,0,0
GUC,Room,Male,85.4,3,2,6,3079.67,1,1,1,0,0,1
Minia University,Bed,Female,52.8,2,1,3,683.31,0,0,0,0,0,0
AUC,Room,Female,88.1,3,2,5,3151.99,0,0,0,0,0,0
Tanta University,Bed,Female,62.8,2,1,3,1448.19,1,1,1,0,1,1
Fayoum University,Room,Female,108.5,4,2,5,1301.75,0,1,1,0,0,1
Mansoura University,Room,Male,162.3,4,2,4,2474.95,1,1,1,1,1,1
Tanta University,EntireUnit,Male,133.1,4,2,7,6772.67,0,1,1,0,1,0
Assiut University,Bed,Female,194.1,4,2,6,1446.46,1,0,1,1,1,1
Cairo University,EntireUnit,Male,103.8,4,2,7,7375.36,1,1,1,0,1,1
Alexandria University,Room,Female,110.5,1,1,2,7762.11,1,1,0,0,0,0
Cairo University,EntireUnit,Female,128.8,3,1,3,8220.84,0,1,0,1,1,0
Cairo University,Room,Female,153.8,3,2,4,3197.43,1,1,0,1,1,1
Tanta University,Room,Female,114.5,4,2,4,1445.67,1,1,1,1,1,1
Alexandria University,EntireUnit,Female,40.0,1,1,2,4025.59,1,1,0,1,0,1
GUC,EntireUnit,Female,73.5,2,1,2,7637.37,1,1,0,0,0,1
Minia University,EntireUnit,Male,135.0,4,2,7,5062.38,1,0,0,0,0,0
Ain Shams University,Bed,Female,51.4,1,1,2,1908.94,0,0,1,0,1,0
Cairo University,Bed,Male,81.4,1,1,2,3345.42,1,1,1,1,1,1
Benha University,Bed,Female,182.4,2,1,2,4311.42,1,1,0,1,0,0
Ain Shams University,Bed,Male,198.4,3,2,6,2074.23,1,0,0,0,0,0
Helwan University,EntireUnit,Male,84.9,2,1,2,4965.27,0,1,0,0,0,0
Alexandria University,EntireUnit,Male,190.4,4,2,7,11750.15,1,1,1,1,1,1
Helwan University,EntireUnit,Male,109.5,2,2,4,7088.92,1,1,1,0,1,1
Fayoum University,Room,Female,112.4,4,2,7,1054.17,0,0,0,0,1,1
Fayoum University,Bed,Female,161.1,4,2,6,1069.46,1,0,1,1,0,1
Helwan University,Bed,Female,107.5,4,2,7,840.34,0,1,1,1,1,0
Assiut University,Room,Female,133.3,2,2,4,2683.73,0,0,0,0,0,0
Mansoura University,EntireUnit,Male,81.7,2,1,3,3771.36,1,0,0,1,1,0
Alexandria University,EntireUnit,Female,116.8,1,1,1,8062.26,1,1,1,1,1,1
Minia University,Room,Female,147.6,2,2,4,3670.88,1,1,1,0,1,0
Cairo University,EntireUnit,Male,136.6,4,2,6,7543.84,0,0,1,0,0,0
AUC,Bed,Female,72.1,2,1,2,3428.42,0,0,0,0,0,0
AUC,Room,Male,107.1,2,1,2,6208.19,0,1,1,1,0,1
Minia University,EntireUnit,Male,141.8,2,1,2,6469.77,0,1,0,0,0,0
Benha University,Room,Male,189.0,2,2,4,3692.37,0,0,0,1,1,0
Tanta University,EntireUnit,Male,31.9,1,1,1,2768.29,1,1,1,0,0,0
Ain Shams University,EntireUnit,Male,193.2,3,1,3,11033.71,0,0,0,0,0,0
Benha University,Bed,Male,121.9,3,2,5,1002.97,0,0,0,0,0,0
Alexandria University,Bed,Female,112.0,3,2,4,1603.69,0,0,1,0,0,0
Ain Shams University,Bed,Male,105.5,3,2,5,1350.49,1,0,0,0,0,0
Cairo University,Bed,Male,171.7,4,2,7,1557.43,0,0,0,1,0,0
Helwan University,Room,Female,100.3,2,1,2,3104.04,0,1,0,0,1,1
Helwan University,EntireUnit,Female,154.2,4,2,7,7554.53,0,0,1,0,0,0
Suez Canal University,EntireUnit,Male,127.1,4,2,7,6379.77,1,1,1,0,1,1
Ain Shams University,EntireUnit,Female,137.5,3,1,3,8344.16,1,1,1,1,0,1
Assiut University,Room,Female,98.6,1,1,1,4423.71,0,1,0,1,0,0
Suez Canal University,EntireUnit,Male,123.1,4,2,8,5536.29,0,0,0,1,1,0
Minia University,Room,Male,124.1,2,2,4,2409.75,0,0,0,0,0,0
GUC,Room,Female,106.4,4,2,7,2732.48,1,0,0,0,0,0
Cairo University,EntireUnit,Female,186.0,3,1,3,11265.07,0,0,0,0,0,0
Alexandria University,Room,Female,121.3,4,2,5,1934.68,0,1,0,1,1,0
AUC,Bed,Male,151.1,4,2,5,2997.01,0,0,0,1,0,0
Suez Canal University,Bed,Female,163.6,4,2,8,934.61,0,1,1,1,1,1
GUC,EntireUnit,Female,188.2,4,2,8,20179.71,0,1,0,0,0,0
Tanta University,Room,Male,170.9,3,2,4,2221.67,0,0,0,0,0,0
Alexandria University,Room,Male,101.1,2,1,3,4335.35,1,1,1,1,1,1
Cairo University,EntireUnit,Female,184.3,1,1,1,12122.13,0,0,1,1,1,0
Mansoura University,Bed,Female,57.8,2,2,4,1106.53,0,1,1,1,1,1
Cairo University,Room,Female,199.1,3,2,6,4242.82,1,1,0,0,1,0
Mansoura University,EntireUnit,Male,157.3,3,2,4,6761.76,1,0,1,0,1,0
AUC,Bed,Male,129.3,3,2,5,2804.72,0,0,0,0,0,0
Ain Shams University,Room,Male,86.3,2,1,3,2743.51,1,0,0,0,1,0
Fayoum University,Room,Male,192.3,4,2,4,1661.77,0,0,0,0,0,1
Suez Canal University,Bed,Female,151.4,4,2,5,1326.06,1,0,0,0,1,0
Helwan University,EntireUnit,Female,101.1,3,2,4,4119.93,0,0,0,0,0,0
Fayoum University,Room,Male,104.5,1,1,1,3899.35,0,0,0,1,0,0
Fayoum University,Room,Male,157.6,2,1,3,2803.85,0,0,0,0,0,0
Cairo University,Bed,Male,185.3,1,1,2,6909.15,0,1,1,1,0,1
AUC,Bed,Female,143.1,4,2,7,2286.77,1,1,1,1,0,1
Fayoum University,Bed,Female,166.3,3,2,5,1635.25,1,1,1,0,1,1
Ain Shams University,EntireUnit,Male,104.7,2,1,3,8082.55,0,1,1,1,1,0
Ain Shams University,Bed,Female,142.4,2,1,2,4865.08,1,1,0,1,1,1
Cairo University,Bed,Male,175.8,1,1,1,12471.14,1,1,1,0,0,1
Assiut University,Bed,Female,143.5,4,2,4,1677.23,0,1,0,0,1,0
Zagazig University,Bed,Female,154.2,4,2,8,810.18,0,0,1,1,0,0
Mansoura University,EntireUnit,Male,92.4,2,1,2,5709.32,1,1,1,1,0,1
Mansoura University,EntireUnit,Male,180.6,2,1,2,10077.96,1,1,1,1,0,1
Cairo University,Room,Female,168.8,2,1,3,5423.62,1,0,1,1,1,1
Cairo University,Bed,Female,89.8,1,1,2,3280.93,1,0,1,1,1,1
Ain Shams University,EntireUnit,Male,109.9,1,1,1,7088.28,1,1,1,1,0,1
AUC,Bed,Female,129.7,4,2,7,2026.44,0,0,0,0,0,0
Fayoum University,EntireUnit,Female,197.4,4,2,6,7933.25,1,1,1,1,1,1
AUC,Bed,Female,178.1,3,2,6,3449.26,0,1,0,0,0,1
Tanta University,Bed,Female,124.5,2,1,2,2707.91,0,0,0,1,0,0
Cairo University,EntireUnit,Male,117.3,3,2,6,6863.52,0,0,0,0,1,0
Alexandria University,EntireUnit,Female,189.3,1,1,1,13672.6,1,1,1,1,0,0
Suez Canal University,Bed,Female,117.6,4,2,8,753.75,1,1,1,1,1,0
Cairo University,Bed,Female,140.0,4,2,8,1211.92,0,0,1,0,0,1
AUC,EntireUnit,Male,185.2,3,2,4,20854.92,1,0,0,1,1,0
Cairo University,Bed,Male,198.6,4,2,4,3608.95,1,1,1,0,0,1
GUC,Room,Male,192.9,1,1,2,19953.33,1,0,0,1,1,1
Minia University,Bed,Female,164.9,3,2,6,1356.08,1,1,1,1,1,1
Suez Canal University,Room,Male,150.6,4,2,4,1642.65,0,1,1,1,0,1
Minia University,Bed,Female,142.8,4,2,4,1829.46,0,1,1,1,1,1
Tanta University,EntireUnit,Female,102.1,3,2,6,5617.39,0,1,0,0,1,1
Minia University,Bed,Female,78.9,3,2,5,689.88,1,0,0,1,0,0
Alexandria University,Room,Male,180.1,3,2,6,3648.7,0,0,0,0,0,0
Helwan University,EntireUnit,Male,139.7,4,2,6,6362.0,0,0,0,1,0,0
Tanta University,Room,Male,140.3,1,1,2,7319.27,1,1,1,0,1,1
GUC,Bed,Male,118.3,4,2,4,3245.26,1,1,0,0,1,1
Minia University,EntireUnit,Male,151.1,2,1,2,6863.11,0,1,0,0,0,0
Tanta University,EntireUnit,Male,167.0,2,2,4,7254.51,1,1,1,0,0,0
Tanta University,EntireUnit,Male,30.1,1,1,1,3080.16,1,1,1,1,1,0
Benha University,EntireUnit,Female,171.6,2,1,3,6223.43,0,0,0,0,0,0
Fayoum University,Room,Male,128.0,4,2,6,1458.65,1,1,0,1,0,0
GUC,Room,Male,196.7,4,2,8,5365.73,1,1,1,1,1,1
Minia University,EntireUnit,Female,120.6,1,1,2,4091.16,0,0,1,0,0,0
Alexandria University,Bed,Female,77.9,3,1,3,1425.32,0,0,0,0,0,0
AUC,Bed,Female,190.4,1,1,1,21765.61,1,1,1,1,1,1
GUC,Bed,Female,85.1,1,1,1,9071.25,0,1,0,0,1,1
Zagazig University,Room,Female,186.0,3,1,3,3364.87,1,1,1,1,1,1
Minia University,Bed,Male,47.8,1,1,2,1134.26,1,0,0,0,1,0
Assiut University,Room,Male,94.4,3,1,3,1871.73,1,1,1,0,1,1
Helwan University,Bed,Male,108.1,3,1,3,1891.78,0,0,1,0,1,0
Benha University,EntireUnit,Male,142.9,2,1,3,6686.34,1,1,1,1,1,1
Cairo University,EntireUnit,Female,190.5,4,2,5,13716.06,1,0,1,1,1,1
Benha University,Room,Male,138.7,3,2,6,2709.85,1,1,1,1,1,1
Zagazig University,Bed,Female,86.6,2,1,2,1959.58,0,0,0,1,0,0
Mansoura University,EntireUnit,Male,123.8,3,1,3,4946.4,0,0,0,0,0,0
AUC,Room,Female,88.2,3,1,3,3742.82,0,1,1,1,0,0
GUC,Bed,Female,86.9,1,1,1,9534.28,1,1,1,0,1,1
Helwan University,Room,Female,110.5,2,1,3,3448.0,1,1,1,1,1,1
Assiut University,Room,Male,107.8,3,1,3,1679.69,1,0,1,1,1,1
Cairo University,EntireUnit,Female,175.7,1,1,2,12028.64,1,0,0,0,1,0
AUC,Room,Male,178.1,3,2,6,5834.74,1,0,0,0,0,0
Assiut University,Room,Female,80.6,3,2,4,1031.62,0,0,0,0,0,1
AUC,EntireUnit,Male,121.6,1,1,2,12575.87,0,0,0,1,1,1
Suez Canal University,Room,Male,104.7,4,2,4,1459.73,1,1,0,1,1,1
Benha University,Bed,Female,118.8,4,2,6,971.42,1,0,0,1,1,0
Tanta University,Bed,Male,93.1,1,1,1,5309.7,1,1,1,1,1,1
AUC,EntireUnit,Female,137.3,3,2,5,13118.4,0,0,0,1,0,0
Benha University,Bed,Male,51.8,2,1,3,1031.38,1,1,0,1,0,1
Ain Shams University,EntireUnit,Female,199.1,1,1,2,10643.34,1,0,0,1,0,0
GUC,EntireUnit,Female,147.5,4,2,5,12437.87,0,0,1,1,0,0
Alexandria University,EntireUnit,Female,198.5,4,2,5,14756.18,1,1,1,1,1,1
Cairo University,Bed,Male,147.3,2,2,4,2336.2,0,0,0,0,0,0
Benha University,Room,Male,173.2,1,1,2,7522.98,0,1,0,1,1,1
Minia University,EntireUnit,Female,26.8,1,1,2,1616.5,0,0,1,1,0,1
Mansoura University,Room,Male,170.8,3,1,3,2525.29,0,0,0,0,0,0
Cairo University,EntireUnit,Male,195.8,2,2,4,13125.06,1,0,0,1,0,0
Suez Canal University,EntireUnit,Female,136.2,2,2,4,6443.14,1,1,0,1,0,0
Suez Canal University,Room,Female,113.4,3,2,5,1981.18,1,1,1,0,0,1
AUC,EntireUnit,Male,67.3,1,1,1,7247.33,0,0,1,0,0,1
Minia University,Bed,Male,151.4,2,2,4,1379.95,0,0,1,0,1,1
Zagazig University,Room,Female,46.0,1,1,2,3064.3,1,0,1,1,1,1
Assiut University,Room,Female,43.5,1,1,1,2171.34,0,0,1,1,0,0
Fayoum University,Room,Female,168.3,4,2,8,1621.0,0,0,0,0,0,0
Alexandria University,Room,Female,94.4,3,2,6,2770.88,1,1,1,1,1,1
Benha University,Bed,Male,177.1,3,2,4,1952.31,1,1,1,1,1,0
Zagazig University,Room,Female,41.3,1,1,2,1812.38,0,0,0,0,0,1
Helwan University,EntireUnit,Female,157.4,4,2,8,8251.06,1,0,1,0,1,0
Tanta University,Bed,Female,181.4,3,2,5,1666.61,0,0,1,0,0,0
Cairo University,Room,Female,108.5,2,1,2,3684.89,1,1,1,1,0,0
Suez Canal University,Bed,Female,67.5,2,1,2,2476.85,1,1,1,1,1,1
Assiut University,EntireUnit,Male,138.2,4,2,8,5475.09,0,0,0,0,1,0
Cairo University,Room,Male,60.9,2,2,4,1873.91,0,0,1,1,0,0
Mansoura University,EntireUnit,Male,172.7,4,2,7,7844.42,0,0,1,0,0,0
Cairo University,Room,Male,194.1,4,2,6,3087.29,1,1,1,1,1,1
GUC,Bed,Female,77.1,3,2,6,1372.97,1,0,0,0,0,1
GUC,Bed,Female,192.7,2,1,2,10007.23,1,1,0,0,1,1
Helwan University,EntireUnit,Female,49.0,1,1,1,2586.26,1,0,0,1,1,0
Tanta University,EntireUnit,Female,59.1,2,1,3,2946.92,0,1,0,1,0,0
Assiut University,Bed,Male,188.0,3,2,5,1665.65,1,1,1,0,0,1
Mansoura University,Bed,Female,165.1,3,2,5,1669.4,1,1,0,1,0,1
AUC,EntireUnit,Male,120.3,3,2,5,14427.3,1,1,0,0,1,0
Zagazig University,EntireUnit,Female,78.8,1,1,2,2964.69,1,0,0,0,0,0
Zagazig University,EntireUnit,Female,106.4,4,2,6,4443.49,0,0,1,1,0,1
Assiut University,EntireUnit,Female,176.6,1,1,1,8702.27,0,1,1,1,1,0
Mansoura University,Room,Male,119.2,1,1,2,6632.55,0,1,0,1,1,1
Cairo University,Room,Male,96.4,1,1,2,7262.13,1,1,1,1,1,1
Ain Shams University,EntireUnit,Female,197.1,1,1,1,9952.52,0,0,0,0,0,0
Zagazig University,Room,Female,109.7,4,2,7,1357.21,1,1,1,0,1,1
Helwan University,Bed,Male,132.5,4,2,5,1124.53,0,0,0,0,0,0
Suez Canal University,Room,Female,93.2,3,1,3,1847.02,1,1,1,1,1,1
Alexandria University,EntireUnit,Male,175.3,4,2,4,11354.98,0,0,0,0,0,1
Cairo University,EntireUnit,Male,58.3,2,1,2,5061.49,0,1,0,1,0,1
Suez Canal University,Bed,Female,196.1,4,2,5,1929.96,1,1,1,0,0,1
AUC,Bed,Female,132.1,1,1,1,16639.03,1,1,1,0,1,0
Assiut University,Bed,Male,167.9,3,1,3,2755.82,1,1,0,1,1,1
Assiut University,Room,Female,177.3,3,2,4,2041.86,0,0,0,1,0,1
Zagazig University,Bed,Male,147.7,3,2,6,949.8,0,0,0,0,1,0
Suez Canal University,Bed,Male,116.1,4,2,5,1204.93,1,1,1,1,1,1
Fayoum University,Room,Female,76.1,2,2,4,1484.31,0,0,0,0,0,0
Alexandria University,EntireUnit,Female,182.6,4,2,6,12251.09,1,1,1,1,0,1
Mansoura University,Bed,Female,162.8,2,2,4,2429.72,1,1,1,1,1,1
Suez Canal University,Room,Female,172.6,2,1,3,3922.01,0,1,1,1,1,1
Mansoura University,Bed,Female,146.0,1,1,2,4032.33,0,1,0,0,0,0
AUC,EntireUnit,Male,131.3,4,2,8,14550.96,1,0,1,0,1,1
Cairo University,Room,Female,197.3,1,1,2,12572.05,1,0,0,1,0,0
Ain Shams University,Bed,Female,134.4,3,2,5,1897.76,1,1,0,0,0,0
Tanta University,Bed,Male,182.3,4,2,8,1170.09,1,1,1,1,1,1
Fayoum University,Bed,Male,165.8,3,1,3,2148.22,0,0,0,0,1,0
Cairo University,Bed,Male,111.9,1,1,1,9027.55,1,1,0,1,1,1
Assiut University,EntireUnit,Female,138.4,4,2,5,6275.03,1,1,1,1,1,1
GUC,Room,Male,77.2,1,1,2,7694.5,1,0,1,1,0,0
Minia University,Bed,Male,60.4,2,1,3,972.09,0,0,1,1,0,0
AUC,Room,Male,174.3,1,1,1,21019.59,1,1,0,0,0,1
Ain Shams University,Bed,Female,136.7,4,2,8,1096.71,0,0,0,1,1,1
Fayoum University,Room,Female,119.2,1,1,2,5695.32,0,1,1,1,0,0
Benha University,EntireUnit,Male,156.9,3,2,5,8082.6,1,1,1,1,1,1
Ain Shams University,Room,Female,39.7,1,1,2,4077.39,1,1,1,1,1,1
Benha University,EntireUnit,Female,192.2,3,1,3,8751.22,1,1,0,1,1,1
Zagazig University,Room,Female,155.1,1,1,1,7112.95,1,1,1,1,1,1
AUC,Room,Male,185.2,1,1,1,18886.61,1,0,1,1,0,1
Helwan University,Bed,Male,118.2,3,2,5,919.87,0,0,0,0,0,0
Helwan University,EntireUnit,Female,158.7,4,2,6,8079.05,0,1,1,1,0,1
Ain Shams University,EntireUnit,Male,34.7,1,1,2,3195.19,1,1,1,1,0,1
Tanta University,Room,Male,171.3,1,1,2,9056.76,1,1,1,0,0,0
Zagazig University,Room,Female,120.8,1,1,2,5031.28,0,0,1,0,0,0
Benha University,Room,Female,141.5,2,2,4,3596.14,0,0,1,1,1,1
Alexandria University,EntireUnit,Male,118.1,2,1,3,7933.45,0,0,0,0,0,1
Helwan University,Bed,Male,86.0,3,1,3,1459.97,0,0,1,1,0,1
Assiut University,Bed,Female,109.5,1,1,1,4110.06,1,0,0,1,0,0
GUC,EntireUnit,Female,185.1,4,2,5,16306.09,0,0,0,0,0,1
Suez Canal University,Bed,Male,132.2,4,2,5,1203.99,1,0,1,0,0,1
Tanta University,Room,Female,197.0,3,2,6,2526.74,0,0,1,1,0,0
Fayoum University,Bed,Male,191.5,4,2,5,1901.72,1,1,1,1,1,1
Cairo University,EntireUnit,Female,143.3,3,2,4,9388.79,1,1,1,0,1,1
Helwan University,EntireUnit,Male,198.6,4,2,7,9918.91,1,1,1,0,0,1
AUC,Room,Male,104.8,1,1,2,12433.77,0,0,1,0,0,0
Benha University,Room,Male,126.0,4,2,4,1574.13,0,0,1,1,1,1
Alexandria University,Room,Female,169.9,1,1,2,11916.75,1,1,0,1,1,1
Benha University,EntireUnit,Male,108.0,3,2,4,4946.95,1,0,0,1,1,0
Helwan University,Room,Female,148.0,1,1,1,7617.55,1,0,0,0,0,1
Assiut University,Bed,Male,115.4,2,2,4,1173.9,0,0,0,0,1,0
Fayoum University,EntireUnit,Male,171.4,2,1,2,5580.66,0,0,0,0,0,0
Fayoum University,Bed,Female,92.5,1,1,1,4031.05,1,0,1,1,0,1
Fayoum University,Bed,Male,39.3,1,1,1,2284.93,1,0,1,1,0,0
Tanta University,Room,Male,131.4,4,2,4,1445.98,1,1,1,0,0,0
Cairo University,EntireUnit,Male,114.8,2,1,3,8517.79,1,0,1,1,1,1
Alexandria University,Bed,Male,133.5,3,2,4,2016.41,0,0,0,0,0,0
Minia University,EntireUnit,Male,129.2,4,2,7,5736.8,0,1,1,0,1,0
Ain Shams University,EntireUnit,Female,185.6,4,2,6,11016.3,0,0,0,0,0,0
Assiut University,Room,Male,90.7,2,1,3,2234.35,0,1,0,0,0,0
AUC,EntireUnit,Male,168.6,1,1,1,18466.16,1,1,1,0,0,0
Benha University,Bed,Female,132.4,4,2,6,1262.43,1,1,1,0,1,0
Cairo University,EntireUnit,Female,141.6,4,2,5,8894.51,0,1,0,0,1,0
Suez Canal University,Bed,Female,174.4,4,2,4,1794.42,0,1,0,0,0,0
Ain Shams University,Bed,Female,134.5,4,2,8,1012.12,1,1,1,1,0,1
Helwan University,EntireUnit,Male,97.2,3,1,3,4623.31,0,0,0,0,0,0
Alexandria University,Bed,Female,93.8,2,2,4,1347.12,0,0,0,0,0,0
Alexandria University,Bed,Male,142.8,4,2,6,1713.91,1,1,1,1,0,1
AUC,EntireUnit,Male,164.2,3,2,5,19058.33,0,0,0,0,0,0
Tanta University,Room,Female,166.5,3,2,5,2271.28,1,0,1,1,1,1
Minia University,Room,Female,78.7,2,1,3,2146.65,0,1,1,1,1,1
Mansoura University,EntireUnit,Female,96.3,3,2,5,5511.75,1,1,1,1,1,1
AUC,Room,Female,52.4,1,1,2,6237.54,0,0,0,1,0,0
Fayoum University,Bed,Male,157.7,3,2,4,1461.79,1,0,0,0,0,0
Ain Shams University,EntireUnit,Female,151.3,1,1,2,7722.62,1,0,0,0,0,1
Helwan University,Bed,Male,152.5,2,2,4,2263.42,1,1,1,1,1,1
Benha University,Bed,Female,198.0,1,1,2,3960.88,0,0,0,0,0,0
Ain Shams University,Room,Female,192.2,4,2,6,3464.22,1,1,1,1,1,1
Mansoura University,Room,Male,141.1,2,1,2,4044.2,1,1,1,1,1,1
Alexandria University,Bed,Male,88.7,2,2,4,1986.42,1,1,1,1,1,1
Zagazig University,Bed,Female,141.3,1,1,1,5797.81,1,0,1,0,0,1
Zagazig University,Room,Female,155.5,4,2,7,1761.02,1,1,1,0,1,1
Suez Canal University,Room,Male,47.6,1,1,2,3335.21,1,1,1,0,1,1
Ain Shams University,EntireUnit,Female,57.3,2,2,4,4153.19,1,1,0,1,1,1
Tanta University,Bed,Female,27.8,1,1,2,1263.96,1,1,1,0,1,1
Cairo University,Bed,Female,138.9,2,1,3,2454.34,0,0,0,0,0,0
